Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2006-03-31,29.5356,29.7802,28.1797,28.8422,911896.96646503
2006-04-03,28.98,30.4023,28.98,30.3666,1486965.7221962
2006-04-04,30.3666,30.7152,30.0219,30.5101,1251739.7761333
2006-04-05,30.7518,31.6185,30.7518,31.0658,1560544.5742445
2006-04-06,31.7254,31.7957,31.1331,31.3402,1186723.9219537
2006-04-07,31.7957,32.7336,31.7957,32.489,2670627.2768548
2006-04-10,32.8704,34.05,32.8348,33.4279,2005261.7812887
2006-04-11,34.1559,34.6432,33.1477,33.322,2777328.2948045
2006-04-12,33.0119,33.5994,32.6624,33.4616,3082008.3988174
2006-04-13,33.8786,35.9654,33.8786,35.2672,2837353.3937382
2006-04-18,37.1816,38.5693,36.3102,36.8321,2247450.4851384
2006-04-19,38.397,38.5693,35.0939,35.4435,2608633.290708
2006-04-20,35.9654,37.0035,35.2672,37.0035,1590284.5325229
2006-04-21,35.4435,38.397,34.7492,37.0035,1838519.0493233
2006-04-24,38.0483,38.7426,37.3521,38.5693,2308017.6511213
2006-04-25,38.5693,38.9198,37.1816,38.9198,1973963.1206333
2006-04-26,39.6122,40.6551,39.2636,40.4799,2291235.379892
2006-04-27,41.6961,41.6961,36.8321,37.7036,4042136.8713474
2006-04-28,38.0483,39.2636,37.1816,39.0922,3412494.840453
2006-05-02,39.436,40.3065,39.2636,39.9579,2220761.4712862
2006-05-04,40.1351,43.4343,39.436,42.5666,3698965.8530727
2006-05-05,43.4343,43.9552,40.8294,42.739,2334343.2100554
2006-05-08,46.2144,47.4296,44.6486,45.8658,2959456.5926712
2006-05-09,45.1696,45.8658,43.4343,44.1276,4129072.172412
2006-05-10,45.1696,46.043,44.6486,44.8277,1929171.974978
2006-05-11,46.2144,47.603,45.6925,46.9087,3844046.6719235
2006-05-12,46.9087,47.0821,45.3429,45.5201,2226479.1363681
2006-05-15,44.8277,44.9982,40.6551,41.8723,3903502.7042998
2006-05-16,40.3065,41.5227,38.5693,40.3065,5065366.3098604
2006-05-17,41.8723,42.3894,37.7036,38.397,3302766.7622575
2006-05-18,36.8321,39.0922,36.8321,38.2207,3306745.035946
2006-05-19,38.7426,39.0922,36.4873,37.5264,3490829.7597144
2006-05-22,35.7891,36.1378,33.843,33.9489,6679406.2558256
2006-05-23,34.7492,37.1816,32.3128,37.1816,6403391.3219763
2006-05-24,36.1378,38.7426,34.0876,34.9216,4773564.9712571
2006-05-25,34.6076,35.7891,33.9123,35.6159,3326623.9430769
2006-05-26,36.8321,37.5264,35.0939,36.4873,3420215.6613545
2006-05-29,37.1816,37.8749,36.1378,36.6597,1551358.510802
2006-05-30,36.1378,36.3102,35.0939,35.9654,1305163.495313
2006-05-31,34.6076,36.1378,34.0876,34.0876,2604557.403413
2006-06-01,34.9216,34.9216,33.0466,33.0466,3451516.3988951
2006-06-02,34.05,34.2629,33.0466,33.9855,2303888.8032525
2006-06-05,34.0876,35.9654,33.9489,35.0939,1877495.9547327
2006-06-06,34.4005,34.9216,33.7409,34.0193,2200797.4118602
2006-06-07,34.4005,34.4005,33.219,33.4279,2118051.1883365
2006-06-08,31.7254,32.3128,30.9954,31.0975,5122932.376663
2006-06-09,31.7601,31.8969,30.0931,30.5794,3683695.5543023
2006-06-12,29.6387,29.916,28.355,28.9086,3724934.1877445
2006-06-13,26.0958,28.77,26.0958,28.3194,4865836.828961
2006-06-14,28.564,29.7802,27.7993,28.665,4169668.0098706
2006-06-16,31.2738,31.6185,29.7445,30.0931,4239542.7370829
2006-06-19,30.7152,30.7152,29.9872,30.2645,1768055.5251438
2006-06-20,30.0931,30.5794,29.8495,30.5794,1608651.4671948
2006-06-21,30.5794,30.8231,30.3001,30.7518,1855742.6586674
2006-06-22,31.6541,32.1048,30.6469,30.6469,2097324.9120253
2006-06-23,30.8885,30.9954,30.0219,30.5794,1154387.857118
2006-06-26,30.5794,31.7957,30.5794,31.6907,819540.9949087
2006-06-27,32.0047,34.05,32.0047,33.6687,2786216.3252142
2006-06-28,33.1853,34.7492,32.7683,34.5729,2043766.1953046
2006-06-29,34.7492,35.6159,34.4005,35.6159,2951787.6939008
2006-06-30,37.5264,38.5693,37.1816,37.5264,3584775.5869264
2006-07-03,38.2207,38.7426,37.0035,38.2207,2460894.0587425
2006-07-04,38.397,39.9579,38.397,38.9198,2247628.0588269
2006-07-05,40.059,40.8256,38.1553,38.7243,2210866.1515322
2006-07-06,38.9198,41.204,38.9198,41.204,2018980.6467803
2006-07-07,41.7789,43.1155,41.204,42.9239,3131348.9616037
2006-07-10,41.5902,44.0708,41.3957,43.8754,2058395.7749766
2006-07-11,44.2595,44.6399,43.1155,43.495,3072756.9134896
2006-07-12,45.0213,46.1653,44.8306,45.7859,4141159.644543
2006-07-13,45.4045,45.4045,41.9696,41.9696,2875245.1266066
2006-07-14,40.4442,43.495,40.059,41.7789,2575614.969069
2006-07-17,42.5406,42.5406,39.2983,40.059,2159137.1707131
2006-07-18,40.059,42.5406,40.059,42.1602,2008071.8070263
2006-07-19,42.1602,42.7351,41.204,42.1602,2044213.7640751
2006-07-20,43.6846,43.8754,42.9239,43.495,3031598.2401294
2006-07-21,42.7351,42.9239,41.5902,41.5902,1416399.392197
2006-07-24,41.5902,42.1602,40.6349,41.0143,1151863.4031016
2006-07-25,41.7789,42.5406,41.5902,42.1602,2278496.8042364
2006-07-26,42.7351,43.6846,42.351,43.3062,2763484.8161981
2006-07-27,44.0708,46.5467,43.6846,46.1653,4508257.4192929
2006-07-28,46.5467,46.5467,45.21,45.7859,2433116.7570215
2006-07-31,46.355,46.9308,45.5952,45.7859,1726049.4826033
2006-08-01,46.355,46.7421,44.0708,44.0708,1155803.2544131
2006-08-02,44.2595,45.0213,43.1155,44.2595,1352365.9047387
2006-08-03,44.8306,45.0213,43.1155,43.495,1724082.6722755
