Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2006-04-10,78.8359,79.4468,77.3975,77.3975,155011.82379045
2006-04-11,76.9769,78.2095,76.9769,77.3975,225948.03122002
2006-04-12,77.1836,79.6584,77.1836,79.6584,365692.07491718
2006-04-13,79.2435,80.066,78.4128,79.2435,365301.83224196
2006-04-18,79.04,80.066,78.2095,79.2435,160350.09581431
2006-04-19,80.2702,80.6786,78.4128,80.2702,314357.19957428
2006-04-20,80.2702,82.3334,79.2435,82.3334,502801.05140739
2006-04-21,82.3334,86.0388,81.0904,85.215,515895.86117582
2006-04-24,85.215,87.6854,85.0052,86.4423,438792.58061217
2006-04-25,86.4423,88.0804,85.215,86.862,440458.85489206
2006-04-26,88.0804,88.7018,84.7953,88.7018,329465.16600058
2006-04-27,89.3319,90.3569,85.0052,86.4423,495333.16935591
2006-04-28,86.0388,87.8871,84.19,84.7953,263609.54654266
2006-05-02,83.1567,84.7953,83.1567,83.7702,464838.49173529
2006-05-04,84.3918,86.862,84.3918,86.2406,754709.51202168
2006-05-05,87.4751,89.114,86.0388,86.862,292572.98623766
2006-05-08,87.0715,87.2656,86.0388,86.0388,214228.36230712
2006-05-09,86.0388,87.0715,85.4088,85.4088,128177.99412307
2006-05-10,86.4423,86.4423,83.5603,83.5603,267291.4552117
2006-05-11,84.7953,86.862,84.3918,86.4423,577944.4465355
2006-05-12,85.4088,86.4423,83.9801,84.7953,255887.69703588
2006-05-15,83.5603,84.7953,82.1155,82.1155,450149.26189383
2006-05-16,82.9469,83.7702,82.1155,82.737,669910.3981296
2006-05-17,83.8186,85.086,80.8159,82.1074,580235.10909575
2006-05-18,79.9562,81.4535,78.6872,80.3961,609630.91289758
2006-05-19,81.0338,81.2599,77.8244,79.1022,477861.44729686
2006-05-22,78.2482,79.5332,74.8281,75.2551,752939.17302839
2006-05-23,74.8281,76.7492,71.8367,76.5435,1769141.0102215
2006-05-24,74.8281,77.3975,73.7675,74.8281,675458.03844588
2006-05-25,74.8281,79.5332,73.5472,77.8244,399686.5479584
2006-05-26,78.6872,81.8732,76.5435,79.5332,637642.90378442
2006-05-29,79.3218,79.9562,76.5435,76.9704,134634.96181589
2006-05-30,76.1164,76.5435,73.7675,75.4763,366992.88383457
2006-05-31,73.9741,77.6105,72.6939,74.4084,871620.02318885
2006-06-01,75.8952,78.6872,74.8281,78.2482,578173.63667809
2006-06-02,79.5332,81.2599,79.5332,80.3961,392618.81950723
2006-06-05,79.1022,80.8159,79.1022,80.606,274967.46668996
2006-06-06,78.4759,81.4535,78.4759,79.9562,590739.45082011
2006-06-07,80.8159,81.2599,78.6872,79.9562,395499.18211003
2006-06-08,78.2482,78.2482,76.5435,77.8244,847208.1758391
2006-06-09,77.6105,78.6872,73.9741,73.9741,435728.86589529
2006-06-12,73.7675,73.7675,69.2673,71.4056,577520.75448812
2006-06-13,68.8428,71.4056,66.9193,68.6305,891160.65085938
2006-06-14,69.0478,69.9115,66.0621,68.2059,1086145.7132485
2006-06-16,71.1999,72.2556,67.565,68.8428,626251.53426496
2006-06-19,69.4805,71.1999,68.6305,71.1999,144688.35644889
2006-06-20,70.3361,72.9054,69.692,71.4056,420820.35683633
2006-06-21,71.8367,72.6939,68.8428,70.5557,241941.78657579
2006-06-22,72.6939,72.6939,69.0478,69.0478,458086.6740212
2006-06-23,69.0478,70.5557,67.9936,68.6305,423228.71163196
2006-06-26,69.2673,71.4056,69.2673,71.4056,222090.20363072
2006-06-27,71.8367,78.8907,71.4056,78.8907,866338.73898423
2006-06-28,75.4763,79.7448,74.8281,79.7448,698940.73656892
2006-06-29,79.7448,80.8159,79.1022,80.606,576774.95737548
2006-06-30,82.1074,83.3828,80.606,81.2599,589743.40284908
2006-07-03,80.3961,82.737,79.3218,81.2599,183295.1262515
2006-07-04,81.0338,82.5271,79.1022,80.606,236386.7130657
2006-07-05,81.2599,81.2599,78.6872,79.1022,268259.00927312
2006-07-06,78.6872,80.8159,78.2482,80.3961,301401.14275704
2006-07-07,79.5332,83.5926,79.1022,83.3828,375856.96745738
2006-07-10,81.8732,85.3039,81.8732,82.963,410656.70316176
2006-07-11,83.3828,84.876,82.5271,82.737,228173.03390158
2006-07-12,83.5926,87.6606,83.5926,85.086,349793.71221536
2006-07-13,84.876,84.876,78.6872,80.1758,343665.04391598
2006-07-14,78.6872,81.2599,78.2482,80.1758,234010.56877659
2006-07-17,80.1758,80.606,78.0367,78.0367,381815.91116468
2006-07-18,78.6872,81.2599,78.0367,81.2599,292997.91715067
2006-07-19,80.3961,82.963,80.3961,82.5271,252420.1121218
2006-07-20,84.2304,87.2246,84.2304,86.603,758016.04440313
2006-07-21,85.7395,87.2246,85.5301,87.2246,303387.04437093
2006-07-24,86.3859,87.0074,85.9498,86.603,157067.10187993
2006-07-25,87.4425,89.5816,87.0074,87.4425,461443.99989372
2006-07-26,88.5163,89.1703,86.603,88.0804,769084.0699917
2006-07-27,88.9447,91.9387,88.2983,91.9387,547503.04013721
2006-07-28,91.5037,91.9387,89.7996,89.7996,370692.13662251
2006-07-31,90.6481,91.2934,90.0172,90.8656,296192.95162492
2006-08-01,91.075,91.075,89.1703,89.7996,329537.02020745
2006-08-02,90.2275,90.4378,87.2246,87.6606,263940.32366737
2006-08-03,87.6606,88.2983,83.3828,84.0285,300951.43453131
2006-08-04,85.5301,86.603,84.0285,85.9498,504089.47166842
2006-08-07,83.8186,85.5301,83.1728,84.2304,323739.12903278
2006-08-08,83.8186,85.086,82.737,82.737,258972.47246856
2006-08-09,83.3828,85.9498,82.737,85.7395,484303.54860205
2006-08-10,85.086,85.086,81.4535,82.963,298056.20554088
2006-08-11,84.0285,84.876,79.1022,79.5332,664221.52713087
2006-08-14,80.1758,80.8159,79.5332,80.3961,192446.62670177
2006-08-16,81.6715,84.4401,81.6715,83.3828,322702.19849577
2006-08-17,84.4401,84.4401,80.606,81.6715,303472.52609978
2006-08-18,81.0338,82.737,80.606,82.5271,177512.10146446
