Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen,Zwrot,Beta
2005-09-20,78.8359,78.8359,74.0993,76.5652,661489.82840434,-0.00534835775407938,1.0158932659614281
2005-09-21,76.5652,76.5652,74.5117,74.5117,846822.88862642,-0.026820278664458574,0.9437050979909564
2005-09-22,74.5117,75.3286,73.8934,74.0993,563552.54444658,-0.0055347012616810964,1.0624050803966507
2005-09-23,73.8934,74.5117,72.6527,74.5117,248351.67737445,0.005565504667385701,1.1307563468736201
2005-09-26,74.9233,77.8018,73.6868,76.1527,766633.59376446,0.02202338693117989,1.095780228368853
2005-09-27,75.9541,76.5652,75.1228,75.5345,194441.20037511,-0.008117899956272101,1.1107498916111982
2005-09-28,76.771,76.9769,72.4533,73.6868,577517.03789121,-0.02446166983299003,1.0952632581563206
2005-09-29,73.6868,74.0993,72.0425,72.0425,274715.97696593,-0.022314715797130624,1.2355836332082422
2005-09-30,72.865,74.5117,72.865,74.0993,603114.47965425,0.028549814345698588,1.3810806766127637
2005-10-03,74.7175,75.9541,73.2751,75.1228,183725.01262706,0.013812546137412784,1.4310134923423061
2005-10-04,75.3286,75.3286,73.8934,75.1228,118584.21864089,0.0,1.3831219557693568
2005-10-05,74.0993,76.5652,73.2751,75.5345,768975.04981577,0.00548036015696951,1.334544336006765
2005-10-06,74.9233,75.1228,71.6252,73.8934,672080.8907232,-0.021726495839649362,1.1207497788648095
2005-10-07,73.6868,73.6868,71.6252,71.6252,451493.43110847,-0.03069556956372277,0.9421184932220159
2005-10-10,72.865,73.0709,70.3854,70.8026,222627.87131658,-0.011484784684720029,0.9702763822542709
2005-10-11,70.8026,71.4194,70.5976,70.8026,310040.9916998,0.0,0.9805372986630516
2005-10-12,70.8026,71.0076,69.562,70.5976,128980.77905495,-0.00289537389869865,0.9301327370885502
2005-10-13,70.1787,70.1787,67.5077,67.5077,303396.95529601,-0.043767776808276815,0.9048212756443651
2005-10-14,67.5077,67.5077,65.2435,65.4551,737156.02483068,-0.03040542041870775,0.9063087230799056
2005-10-17,65.8635,66.6828,65.8635,66.2736,117117.40172832,0.012504755168046389,0.9425734714575514
2005-10-18,67.0977,68.1212,65.8635,66.4777,268906.93600054,0.003079657661572588,0.9681427306070349
2005-10-19,65.0394,65.0394,63.3943,64.6301,731458.4817725,-0.02779277863102969,0.9512723573464885
2005-10-20,66.0693,66.6828,66.0693,66.4777,682888.75452828,0.028587299106763053,0.96418401395431
2005-10-21,66.2736,67.3035,65.4551,66.2736,637651.57584387,-0.003070202488954843,0.9920625506733368
2005-10-24,66.2736,68.1212,65.2435,66.2736,629726.55237286,0.0,0.966331096671488
2005-10-25,66.6828,67.7111,65.2435,66.2736,319171.43143427,0.0,0.9097952869139373
2005-10-26,66.4777,66.6828,62.9785,65.0394,516735.81207676,-0.018622800028970876,0.9024466731192147
2005-10-27,64.0158,64.2217,62.9785,64.0158,415691.45310489,-0.0157381525659831,0.9117008568297748
2005-10-28,63.1885,64.6301,63.1885,64.2217,356229.61919237,0.003216393452866395,0.9517085589070235
